comuna,activos
Arica,68
Camarones,0
General Lagos,0
Putre,0
Alto Hospicio,183
Camiña,0
Colchane,0
Huara,5
Iquique,371
Pica,4
Pozo Almonte,4
Antofagasta,315
Calama,76
María Elena,28
Mejillones,43
Ollagüe,0
San Pedro de Atacama,0
Sierra Gorda,5
Taltal,7
Tocopilla,8
Alto del Carmen,0
Caldera,3
Chañaral,0
Copiapó,33
Diego de Almagro,1
Freirina,0
Huasco,0
Tierra Amarilla,10
Vallenar,13
Andacollo,1
Canela,0
Combarbalá,3
Coquimbo,17
Illapel,0
La Higuera,0
La Serena,28
Los Vilos,0
Monte Patria,3
Ovalle,27
Paiguano,0
Punitaqui,1
Río Hurtado,0
Salamanca,0
Vicuña,3
Algarrobo,9
Cabildo,1
Calera,6
Calle Larga,2
Cartagena,5
Casablanca,9
Catemu,3
Concón,11
El Quisco,9
El Tabo,7
Hijuelas,2
Isla de Pascua,0
Juan Fernández,0
La Cruz,6
La Ligua,1
Limache,21
Llaillay,9
Los Andes,18
Nogales,3
Olmué,1
Panquehue,1
Papudo,0
Petorca,1
Puchuncaví,0
Putaendo,5
Quillota,18
Quilpué,41
Quintero,15
Rinconada,2
San Antonio,69
San Esteban,3
San Felipe,23
Santa María,1
Santo Domingo,6
Valparaíso,105
Villa Alemana,28
Viña del Mar,122
Zapallar,0
Alhué,0
Buin,121
Calera de Tango,11
Cerrillos,141
Cerro Navia,157
Colina,255
Conchalí,245
Curacaví,41
El Bosque,283
El Monte,15
Estación Central,406
Huechuraba,148
Independencia,369
Isla de Maipo,7
La Cisterna,180
La Florida,878
La Granja,456
La Pintana,480
La Reina,110
Lampa,114
Las Condes,415
Lo Barnechea,188
Lo Espejo,255
Lo Prado,118
Macul,322
Maipú,513
María Pinto,2
Melipilla,57
Ñuñoa,302
Padre Hurtado,37
Paine,73
Pedro Aguirre Cerda,305
Peñaflor,48
Peñalolén,739
Pirque,46
Providencia,189
Pudahuel,244
Puente Alto,1070
Quilicura,284
Quinta Normal,173
Recoleta,506
Renca,182
San Bernardo,478
San Joaquín,449
San José de Maipo,35
San Miguel,273
San Pedro,2
San Ramón,344
Santiago,1059
Talagante,34
Tiltil,
Vitacura,161
Chépica,3
Chimbarongo,2
Codegua,1
Coinco,4
Coltauco,15
Doñihue,9
Graneros,16
La Estrella,0
Las Cabras,2
Litueche,1
Lolol,1
Machalí,6
Malloa,2
Marchihue,0
Mostazal,5
Nancagua,3
Navidad,5
Olivar,8
Palmilla,0
Paredones,2
Peralillo,0
Peumo,1
Pichidegua,4
Pichilemu,3
Placilla,3
Pumanque,0
Quinta de Tilcoco,1
Rancagua,105
Rengo,8
Requínoa,4
San Fernando,7
San Vicente,15
Santa Cruz,3
Cauquenes,9
Chanco,0
Colbún,6
Constitución,4
Curepto,1
Curicó,28
Empedrado,0
Hualañé,0
Licantén,0
Linares,17
Longaví,7
Maule,5
Molina,1
Parral,4
Pelarco,5
Pelluhue,5
Pencahue,0
Rauco,1
Retiro,0
Río Claro,2
Romeral,0
Sagrada Familia,0
San Clemente,7
San Javier,9
San Rafael,8
Talca,29
Teno,2
Vichuquén,0
Villa Alegre,1
Yerbas Buenas,6
Bulnes,55
Chillán,66
Chillán Viejo,10
Cobquecura,0
Coelemu,1
Coihueco,7
El Carmen,2
Ninhue,1
Ñiquén,0
Pemuco,4
Pinto,2
Portezuelo,4
Quillón,7
Quirihue,10
Ránquil,0
San Carlos,10
San Fabián,0
San Ignacio,3
San Nicolás,2
Treguaco,0
Yungay,3
Alto Biobío,0
Antuco,3
Arauco,6
Cabrero,5
Cañete,0
Chiguayante,9
Concepción,26
Contulmo,0
Coronel,21
Curanilahue,3
Florida,0
Hualpén,14
Hualqui,4
Laja,34
Lebu,1
Los Álamos,0
Los Ángeles,61
Lota,21
Mulchén,3
Nacimiento,8
Negrete,14
Penco,3
Quilaco,0
Quilleco,0
San Pedro de la Paz,13
San Rosendo,2
Santa Bárbara,10
Santa Juana,0
Talcahuano,24
Tirúa,0
Tomé,17
Tucapel,3
Yumbel,3
Angol,9
Carahue,0
Cholchol,1
Collipulli,1
Cunco,2
Curacautín,1
Curarrehue,0
Ercilla,0
Freire,16
Galvarino,1
Gorbea,3
Lautaro,10
Loncoche,2
Lonquimay,17
Los Sauces,0
Lumaco,0
Melipeuco,0
Nueva Imperial,9
Padre Las Casas,12
Perquenco,0
Pitrufquén,2
Pucón,3
Purén,1
Renaico,3
Saavedra,23
Temuco,74
Teodoro Schmidt,0
Toltén,0
Traiguén,3
Victoria,2
Vilcún,10
Villarrica,2
Corral,9
Futrono,2
La Unión,2
Lago Ranco,0
Lanco,0
Los Lagos,0
Máfil,0
Mariquina,3
Paillaco,0
Panguipulli,0
Río Bueno,0
Valdivia,3
Ancud,34
Calbuco,1
Castro,1
Chaitén,0
Chonchi,0
Cochamó,0
Curaco de Vélez,0
Dalcahue,0
Fresia,0
Frutillar,1
Futaleufú,0
Hualaihué,0
Llanquihue,5
Los Muermos,1
Maullín,2
Osorno,19
Palena,0
Puerto Montt,10
Puerto Octay,2
Puerto Varas,1
Puqueldón,0
Purranque,4
Puyehue,0
Queilén,0
Quellón,0
Quemchi,0
Quinchao,0
Río Negro,8
San Juan de la Costa,7
San Pablo,1
Aisén,0
Chile Chico,0
Cisnes,0
Cochrane,0
Coyhaique,1
Guaitecas,0
Lago Verde,0
O'Higgins,0
Río Ibáñez,0
Tortel,0
Antártica,0
Cabo de Hornos,1
Laguna Blanca,0
Natales,1
Porvenir,1
Primavera,0
Punta Arenas,96
Río Verde,0
San Gregorio,1
Timaukel,0
Torres del Paine,0
