comuna,activos
Arica,575
Camarones,0
General Lagos,0
Putre,15
Alto Hospicio,165
Camiña,7
Colchane,16
Huara,21
Iquique,433
Pica,71
Pozo Almonte,66
Antofagasta,992
Calama,743
María Elena,27
Mejillones,39
Ollagüe,5
San Pedro de Atacama,34
Sierra Gorda,6
Taltal,15
Tocopilla,58
Alto del Carmen,1
Caldera,13
Chañaral,3
Copiapó,213
Diego de Almagro,14
Freirina,19
Huasco,5
Tierra Amarilla,17
Vallenar,103
Andacollo,3
Canela,6
Combarbalá,1
Coquimbo,278
Illapel,85
La Higuera,7
La Serena,281
Los Vilos,18
Monte Patria,32
Ovalle,108
Paiguano,0
Punitaqui,11
Río Hurtado,5
Salamanca,7
Vicuña,14
Algarrobo,2
Cabildo,29
Calera,101
Calle Larga,34
Cartagena,15
Casablanca,18
Catemu,14
Concón,96
El Quisco,28
El Tabo,26
Hijuelas,22
Isla de Pascua,0
Juan Fernández,0
La Cruz,20
La Ligua,40
Limache,110
Llaillay,31
Los Andes,100
Nogales,22
Olmué,17
Panquehue,5
Papudo,10
Petorca,16
Puchuncaví,15
Putaendo,30
Quillota,274
Quilpué,219
Quintero,22
Rinconada,17
San Antonio,106
San Esteban,28
San Felipe,117
Santa María,33
Santo Domingo,8
Valparaíso,417
Villa Alemana,203
Viña del Mar,405
Zapallar,14
Alhué,36
Buin,195
Calera de Tango,53
Cerrillos,208
Cerro Navia,304
Colina,247
Conchalí,340
Curacaví,73
El Bosque,488
El Monte,117
Estación Central,290
Huechuraba,165
Independencia,230
Isla de Maipo,83
La Cisterna,184
La Florida,697
La Granja,396
La Pintana,450
La Reina,158
Lampa,225
Las Condes,285
Lo Barnechea,106
Lo Espejo,228
Lo Prado,261
Macul,252
Maipú,904
María Pinto,44
Melipilla,381
Ñuñoa,288
Padre Hurtado,152
Paine,212
Pedro Aguirre Cerda,250
Peñaflor,180
Peñalolén,562
Pirque,99
Providencia,193
Pudahuel,502
Puente Alto,1317
Quilicura,419
Quinta Normal,330
Recoleta,311
Renca,599
San Bernardo,725
San Joaquín,288
San José de Maipo,35
San Miguel,301
San Pedro,32
San Ramón,235
Santiago,678
Talagante,155
Tiltil,45
Vitacura,67
Chépica,23
Chimbarongo,27
Codegua,25
Coinco,20
Coltauco,26
Doñihue,75
Graneros,79
La Estrella,8
Las Cabras,33
Litueche,14
Lolol,2
Machalí,164
Malloa,9
Marchihue,4
Mostazal,41
Nancagua,16
Navidad,13
Olivar,51
Palmilla,5
Paredones,3
Peralillo,4
Peumo,5
Pichidegua,32
Pichilemu,8
Placilla,14
Pumanque,0
Quinta de Tilcoco,16
Rancagua,946
Rengo,235
Requínoa,67
San Fernando,80
San Vicente,53
Santa Cruz,36
Cauquenes,49
Chanco,1
Colbún,29
Constitución,49
Curepto,8
Curicó,233
Empedrado,1
Hualañé,1
Licantén,2
Linares,113
Longaví,34
Maule,70
Molina,32
Parral,20
Pelarco,5
Pelluhue,3
Pencahue,13
Rauco,18
Retiro,16
Río Claro,20
Romeral,19
Sagrada Familia,16
San Clemente,111
San Javier,56
San Rafael,19
Talca,325
Teno,34
Vichuquén,1
Villa Alegre,27
Yerbas Buenas,3
Bulnes,37
Chillán,262
Chillán Viejo,38
Cobquecura,0
Coelemu,4
Coihueco,45
El Carmen,18
Ninhue,4
Ñiquén,2
Pemuco,13
Pinto,12
Portezuelo,4
Quillón,18
Quirihue,4
Ránquil,2
San Carlos,88
San Fabián,1
San Ignacio,8
San Nicolás,18
Treguaco,0
Yungay,9
Alto Biobío,11
Antuco,6
Arauco,52
Cabrero,12
Cañete,3
Chiguayante,77
