comuna,activos
Arica,248
Camarones,0
General Lagos,0
Putre,0
Alto Hospicio,265
Camiña,7
Colchane,3
Huara,6
Iquique,509
Pica,15
Pozo Almonte,44
Antofagasta,251
Calama,73
María Elena,5
Mejillones,14
Ollagüe,0
San Pedro de Atacama,1
Sierra Gorda,0
Taltal,8
Tocopilla,3
Alto del Carmen,1
Caldera,4
Chañaral,1
Copiapó,55
Diego de Almagro,4
Freirina,0
Huasco,1
Tierra Amarilla,2
Vallenar,16
Andacollo,3
Canela,0
Combarbalá,3
Coquimbo,55
Illapel,8
La Higuera,2
La Serena,44
Los Vilos,1
Monte Patria,17
Ovalle,55
Paiguano,3
Punitaqui,5
Río Hurtado,4
Salamanca,7
Vicuña,3
Algarrobo,6
Cabildo,5
Calera,19
Calle Larga,18
Cartagena,11
Casablanca,8
Catemu,8
Concón,12
El Quisco,18
El Tabo,20
Hijuelas,13
Isla de Pascua,0
Juan Fernández,0
La Cruz,5
La Ligua,11
Limache,29
Llaillay,14
Los Andes,55
Nogales,8
Olmué,4
Panquehue,3
Papudo,6
Petorca,7
Puchuncaví,6
Putaendo,8
Quillota,20
Quilpué,61
Quintero,20
Rinconada,20
San Antonio,100
San Esteban,11
San Felipe,64
Santa María,4
Santo Domingo,6
Valparaíso,218
Villa Alemana,74
Viña del Mar,218
Zapallar,0
Alhué,0
Buin,106
Calera de Tango,24
Cerrillos,139
Cerro Navia,257
Colina,397
Conchalí,337
Curacaví,130
El Bosque,396
El Monte,35
Estación Central,428
Huechuraba,179
Independencia,486
Isla de Maipo,18
La Cisterna,251
La Florida,931
La Granja,400
La Pintana,632
La Reina,152
Lampa,154
Las Condes,551
Lo Barnechea,206
Lo Espejo,253
Lo Prado,159
Macul,296
Maipú,868
María Pinto,12
Melipilla,305
Ñuñoa,459
Padre Hurtado,70
Paine,70
Pedro Aguirre Cerda,152
Peñaflor,99
Peñalolén,999
Pirque,70
Providencia,329
Pudahuel,391
Puente Alto,1331
Quilicura,515
Quinta Normal,214
Recoleta,457
Renca,296
San Bernardo,550
San Joaquín,278
San José de Maipo,44
San Miguel,350
San Pedro,2
San Ramón,188
Santiago,988
Talagante,65
Tiltil,23
Vitacura,129
Chépica,1
Chimbarongo,3
Codegua,5
Coinco,2
Coltauco,1
Doñihue,2
Graneros,3
La Estrella,1
Las Cabras,3
Litueche,2
Lolol,7
Machalí,19
Malloa,0
Marchihue,0
Mostazal,6
Nancagua,4
Navidad,1
Olivar,3
Palmilla,1
Paredones,0
Peralillo,2
Peumo,0
Pichidegua,0
Pichilemu,3
Placilla,2
Pumanque,1
Quinta de Tilcoco,2
Rancagua,87
Rengo,5
Requínoa,14
San Fernando,21
San Vicente,1
Santa Cruz,6
Cauquenes,54
Chanco,1
Colbún,15
Constitución,6
Curepto,1
Curicó,214
Empedrado,0
Hualañé,38
Licantén,0
Linares,31
Longaví,20
Maule,29
Molina,13
Parral,46
Pelarco,3
Pelluhue,2
Pencahue,6
Rauco,6
Retiro,36
Río Claro,5
Romeral,19
Sagrada Familia,5
San Clemente,28
San Javier,17
San Rafael,12
Talca,95
Teno,3
Vichuquén,0
Villa Alegre,7
Yerbas Buenas,20
Bulnes,22
Chillán,90
Chillán Viejo,13
Cobquecura,0
Coelemu,15
Coihueco,1
El Carmen,17
Ninhue,4
Ñiquén,8
Pemuco,5
Pinto,0
Portezuelo,0
Quillón,22
Quirihue,4
Ránquil,0
San Carlos,28
San Fabián,0
San Ignacio,13
San Nicolás,7
Treguaco,0
Yungay,4
Alto Biobío,66
Antuco,13
Arauco,26
Cabrero,4
Cañete,5
Chiguayante,26
Concepción,105
Contulmo,1
Coronel,114
Curanilahue,3
Florida,1
Hualpén,26
Hualqui,11
Laja,11
Lebu,1
Los Álamos,1
Los Ángeles,99
Lota,25
Mulchén,10
Nacimiento,6
Negrete,10
Penco,17
Quilaco,1
Quilleco,2
San Pedro de la Paz,58
San Rosendo,1
Santa Bárbara,18
Santa Juana,2
Talcahuano,67
Tirúa,0
Tomé,17
Tucapel,17
Yumbel,13
Angol,29
Carahue,14
Cholchol,10
Collipulli,7
Cunco,4
Curacautín,1
Curarrehue,0
Ercilla,4
Freire,25
Galvarino,40
Gorbea,1
Lautaro,22
Loncoche,20
Lonquimay,2
Los Sauces,3
Lumaco,5
Melipeuco,4
Nueva Imperial,2
Padre Las Casas,21
Perquenco,5
Pitrufquén,28
Pucón,22
Purén,2
Renaico,3
Saavedra,5
Temuco,23
Teodoro Schmidt,4
Toltén,3
Traiguén,4
Victoria,19
Vilcún,11
Villarrica,6
Corral,0
Futrono,11
La Unión,5
Lago Ranco,0
Lanco,0
Los Lagos,15
Máfil,0
Mariquina,2
Paillaco,5
Panguipulli,13
Río Bueno,2
Valdivia,23
Ancud,2
Calbuco,0
Castro,0
Chaitén,0
Chonchi,0
Cochamó,0
Curaco de Vélez,0
Dalcahue,0
Fresia,0
Frutillar,3
Futaleufú,0
Hualaihué,1
Llanquihue,0
Los Muermos,0
Maullín,1
Osorno,43
Palena,0
Puerto Montt,77
Puerto Octay,0
Puerto Varas,13
Puqueldón,0
Purranque,27
Puyehue,1
Queilén,0
Quellón,0
Quemchi,8
Quinchao,0
Río Negro,5
San Juan de la Costa,0
San Pablo,1
Aisén,2
Chile Chico,0
Cisnes,0
Cochrane,0
Coyhaique,4
Guaitecas,0
Lago Verde,0
O'Higgins,0
Río Ibáñez,0
Tortel,0
Antártica,0
Cabo de Hornos,1
Laguna Blanca,0
Natales,0
Porvenir,0
Primavera,0
Punta Arenas,38
Río Verde,0
San Gregorio,0
Timaukel,0
Torres del Paine,0
