comuna,activos
Coinco,1
Coltauco,0
Doñihue,1
Graneros,1
La Estrella,0
Las Cabras,7
Litueche,7
Lolol,0
Machalí,4
Malloa,0
Marchihue,0
Mostazal,1
Nancagua,1
Navidad,2
Olivar,0
Palmilla,0
Paredones,0
Peralillo,0
Peumo,1
Pichidegua,0
Pichilemu,0
Placilla,0
Pumanque,0
Quinta de Tilcoco,0
Rancagua,18
Rengo,6
Requínoa,2
San Fernando,1
San Vicente,5
Santa Cruz,0
Cauquenes,2
Chanco,1
Colbún,0
Constitución,5
Curepto,0
Curicó,6
Empedrado,0
Hualañé,0
Licantén,0
Linares,3
Longaví,0
Maule,1
Molina,0
Parral,0
Pelarco,0
Pelluhue,0
Pencahue,0
Rauco,0
Retiro,0
Río Claro,2
Romeral,0
Sagrada Familia,0
San Clemente,1
San Javier,3
San Rafael,0
Talca,15
Teno,2
Vichuquén,0
Villa Alegre,0
Yerbas Buenas,1
Bulnes,11
Chillán,18
Chillán Viejo,0
Cobquecura,0
Coelemu,0
Coihueco,10
El Carmen,0
Ninhue,0
Ñiquén,0
Pemuco,0
Pinto,0
Portezuelo,0
Quillón,4
Quirihue,0
Ránquil,0
San Carlos,3
San Fabián,0
San Ignacio,3
San Nicolás,0
Treguaco,0
Yungay,8
Alto Biobío,0
Antuco,0
Arauco,0
Cabrero,2
Cañete,0
Chiguayante,11
Concepción,9
Contulmo,0
Coronel,4
Curanilahue,0
Florida,0
Hualpén,4
Hualqui,0
Laja,5
Lebu,0
Los Álamos,0
Los Ángeles,0
Lota,1
Mulchén,1
Nacimiento,2
Negrete,0
Penco,2
Quilaco,0
Quilleco,0
San Pedro de la Paz,5
San Rosendo,0
Santa Bárbara,0
Santa Juana,0
Talcahuano,27
Tirúa,0
Tomé,1
Tucapel,0
Yumbel,1
Angol,29
Carahue,4
Cholchol,0
Collipulli,2
Cunco,0
Curacautín,2
Curarrehue,0
Ercilla,1
Freire,0
Galvarino,0
Gorbea,0
Lautaro,2
Loncoche,4
Lonquimay,0
Los Sauces,0
Lumaco,2
Melipeuco,0
Nueva Imperial,3
Padre Las Casas,8
Perquenco,0
Pitrufquén,0
Pucón,1
Purén,1
Renaico,1
Saavedra,17
Temuco,29
Teodoro Schmidt,0
Toltén,0
Traiguén,0
Victoria,25
Vilcún,3
Villarrica,1
Corral,0
Futrono,0
La Unión,6
Lago Ranco,0
Lanco,1
Los Lagos,0
Máfil,0
Mariquina,0
Paillaco,0
Panguipulli,0
Río Bueno,3
Valdivia,10
Ancud,6
Calbuco,0
Castro,0
Chaitén,0
Chonchi,0
Cochamó,0
Curaco de Vélez,0
Dalcahue,0
Fresia,0
Frutillar,0
Futaleufú,0
Hualaihué,0
Llanquihue,0
Los Muermos,0
Maullín,0
Osorno,25
Palena,0
Puerto Montt,0
Puerto Octay,0
Puerto Varas,0
Puqueldón,0
Purranque,2
Puyehue,1
Queilén,0
Quellón,1
Quemchi,0
Quinchao,0
Río Negro,6
San Juan de la Costa,8
San Pablo,1
Aisén,0
Chile Chico,0
Cisnes,0
Cochrane,0
Coyhaique,0
Guaitecas,0
Lago Verde,0
O'Higgins,0
Río Ibáñez,0
Tortel,0
Antártica,0
Cabo de Hornos,0
Laguna Blanca,0
Natales,0
Porvenir,0
Primavera,0
Punta Arenas,116
Río Verde,0
San Gregorio,0
Timaukel,0
Torres del Paine,0
