comuna,activos
Arica,962
Camarones,2
General Lagos,1
Putre,3
Alto Hospicio,180
Camiña,3
Colchane,12
Huara,13
Iquique,483
Pica,46
Pozo Almonte,140
Antofagasta,654
Calama,375
María Elena,15
Mejillones,19
Ollagüe,0
San Pedro de Atacama,30
Sierra Gorda,7
Taltal,6
Tocopilla,17
Alto del Carmen,1
Caldera,21
Chañaral,11
Copiapó,581
Diego de Almagro,3
Freirina,10
Huasco,6
Tierra Amarilla,47
Vallenar,40
Andacollo,2
Canela,2
Combarbalá,1
Coquimbo,432
Illapel,28
La Higuera,23
La Serena,398
Los Vilos,26
Monte Patria,12
Ovalle,87
Paiguano,2
Punitaqui,9
Río Hurtado,4
Salamanca,37
Vicuña,12
Algarrobo,0
Cabildo,11
Calera,95
Calle Larga,9
Cartagena,10
Casablanca,23
Catemu,21
Concón,22
El Quisco,14
El Tabo,21
Hijuelas,21
Isla de Pascua,0
Juan Fernández,0
La Cruz,33
La Ligua,35
Limache,40
Llaillay,33
Los Andes,63
Nogales,41
Olmué,20
Panquehue,18
Papudo,4
Petorca,6
Puchuncaví,8
Putaendo,19
Quillota,97
Quilpué,74
Quintero,15
Rinconada,10
San Antonio,79
San Esteban,14
San Felipe,28
Santa María,16
Santo Domingo,2
Valparaíso,296
Villa Alemana,63
Viña del Mar,200
Zapallar,6
Alhué,23
Buin,89
Calera de Tango,18
Cerrillos,105
Cerro Navia,136
Colina,67
Conchalí,124
Curacaví,38
El Bosque,185
El Monte,47
Estación Central,127
Huechuraba,110
Independencia,119
Isla de Maipo,122
La Cisterna,82
La Florida,281
La Granja,121
La Pintana,254
La Reina,43
Lampa,76
Las Condes,125
Lo Barnechea,64
Lo Espejo,119
Lo Prado,120
Macul,128
Maipú,372
María Pinto,13
Melipilla,107
Ñuñoa,115
Padre Hurtado,71
Paine,57
Pedro Aguirre Cerda,112
Peñaflor,90
Peñalolén,271
Pirque,19
Providencia,95
Pudahuel,221
Puente Alto,494
Quilicura,194
Quinta Normal,143
Recoleta,147
Renca,301
San Bernardo,274
San Joaquín,123
San José de Maipo,34
San Miguel,124
San Pedro,5
San Ramón,95
Santiago,236
Talagante,92
Tiltil,18
Vitacura,33
Chépica,14
Chimbarongo,19
Codegua,17
Coinco,9
Coltauco,44
Doñihue,27
Graneros,28
La Estrella,1
Las Cabras,11
Litueche,5
Lolol,2
Machalí,51
Malloa,26
Marchihue,5
Mostazal,24
Nancagua,4
Navidad,1
Olivar,14
Palmilla,4
Paredones,4
Peralillo,1
Peumo,10
Pichidegua,25
Pichilemu,2
Placilla,7
Pumanque,0
Quinta de Tilcoco,14
Rancagua,262
Rengo,87
Requínoa,27
San Fernando,78
San Vicente,57
Santa Cruz,29
Cauquenes,16
Chanco,3
Colbún,26
Constitución,65
Curepto,7
Curicó,182
Empedrado,2
Hualañé,1
Licantén,2
Linares,94
Longaví,11
Maule,67
Molina,33
Parral,15
Pelarco,40
Pelluhue,6
Pencahue,3
Rauco,16
Retiro,11
Río Claro,24
Romeral,20
Sagrada Familia,7
San Clemente,37
San Javier,79
San Rafael,2
Talca,151
Teno,43
Vichuquén,1
Villa Alegre,21
Yerbas Buenas,15
Bulnes,39
Chillán,92
Chillán Viejo,11
Cobquecura,1
Coelemu,4
Coihueco,20
El Carmen,10
Ninhue,4
Ñiquén,10
Pemuco,1
Pinto,4
Portezuelo,0
Quillón,11
Quirihue,5
Ránquil,5
San Carlos,23
San Fabián,1
San Ignacio,17
San Nicolás,6
Treguaco,3
Yungay,14
Alto Biobío,1
Antuco,7
Arauco,72
Cabrero,7
Cañete,44
Chiguayante,86
Concepción,186
Contulmo,1
Coronel,140
Curanilahue,31
Florida,19
Hualpén,75
Hualqui,24
Laja,21
Lebu,5
Los Álamos,22
Los Ángeles,99
Lota,53
Mulchén,3
Nacimiento,5
Negrete,6
Penco,74
Quilaco,3
Quilleco,7
San Pedro de la Paz,121
San Rosendo,1
Santa Bárbara,27
Santa Juana,6
Talcahuano,230
Tirúa,1
Tomé,57
Tucapel,6
Yumbel,10
Angol,43
Carahue,16
Cholchol,3
Collipulli,3
Cunco,6
Curacautín,2
Curarrehue,0
Ercilla,23
Freire,7
Galvarino,0
Gorbea,1
Lautaro,28
Loncoche,1
Lonquimay,0
Los Sauces,16
Lumaco,0
Melipeuco,0
Nueva Imperial,3
Padre Las Casas,12
Perquenco,0
Pitrufquén,3
Pucón,6
Purén,2
Renaico,8
Saavedra,0
Temuco,77
Teodoro Schmidt,0
Toltén,1
Traiguén,11
Victoria,17
Vilcún,16
Villarrica,4
Corral,0
Futrono,0
La Unión,4
Lago Ranco,0
Lanco,0
Los Lagos,0
Máfil,9
Mariquina,4
Paillaco,5
Panguipulli,0
Río Bueno,4
Valdivia,44
Ancud,4
Calbuco,23
Castro,16
Chaitén,0
Chonchi,0
Cochamó,2
Curaco de Vélez,0
Dalcahue,0
Fresia,25
Frutillar,17
Futaleufú,0
Hualaihué,3
Llanquihue,44
Los Muermos,17
Maullín,20
Osorno,93
Palena,0
Puerto Montt,569
Puerto Octay,2
Puerto Varas,22
Puqueldón,0
Purranque,5
Puyehue,1
Queilén,0
Quellón,1
Quemchi,0
Quinchao,0
Río Negro,3
San Juan de la Costa,3
San Pablo,2
Aisén,8
Chile Chico,0
Cisnes,0
Cochrane,0
Coyhaique,2
Guaitecas,0
Lago Verde,0
O'Higgins,0
Río Ibáñez,0
Tortel,0
Antártica,0
Cabo de Hornos,0
Laguna Blanca,0
Natales,2
Porvenir,0
Primavera,0
Punta Arenas,127
Río Verde,0
San Gregorio,0
Timaukel,0
Torres del Paine,0
